run_id,game,steering,scope,layer,episode,gbs_converged,gbs_converged_round,max_guess,max_reward,mean_contribution,mean_guess,mean_guess_error,mean_reward,min_guess,n_steps,parse_retries_total,player_0_reward
exp_activation_all_l18,beauty_contest,activation,all,18,45,False,,50.0,0.25,,25.6,8.533333333333333,0.25,9.0,20,0,0.25
exp_activation_all_l18,beauty_contest,activation,all,18,46,False,,50.0,0.25,,25.6,8.533333333333333,0.25,9.0,20,0,0.25
exp_activation_all_l18,beauty_contest,activation,all,18,47,False,,50.0,0.25,,25.6,8.533333333333333,0.25,9.0,20,0,0.25
exp_activation_all_l18,beauty_contest,activation,all,18,48,False,,50.0,0.25,,25.6,8.533333333333333,0.25,9.0,20,0,0.25
exp_activation_all_l18,beauty_contest,activation,all,18,49,False,,50.0,0.25,,25.6,8.533333333333333,0.25,9.0,20,0,0.25
exp_activation_all_l18,beauty_contest,activation,all,18,5,False,,50.0,0.25,,25.6,8.533333333333333,0.25,9.0,20,0,0.25
exp_activation_all_l18,beauty_contest,activation,all,18,6,False,,50.0,0.25,,25.6,8.533333333333333,0.25,9.0,20,0,0.25
exp_activation_all_l18,beauty_contest,activation,all,18,7,False,,50.0,0.25,,25.6,8.533333333333333,0.25,9.0,20,0,0.25
exp_activation_all_l18,beauty_contest,activation,all,18,8,False,,50.0,0.25,,25.6,8.533333333333333,0.25,9.0,20,0,0.25
exp_activation_all_l18,beauty_contest,activation,all,18,9,False,,50.0,0.25,,25.6,8.533333333333333,0.25,9.0,20,0,0.25
exp_activation_all_l19,beauty_contest,activation,all,19,0,False,,67.0,0.25,,35.0,11.666666666666664,0.25,15.0,20,0,0.25
exp_activation_all_l19,beauty_contest,activation,all,19,1,False,,67.0,0.25,,36.25,12.083333333333332,0.25,15.0,20,0,0.25
exp_activation_all_l19,beauty_contest,activation,all,19,10,False,,67.0,0.25,,35.7,11.899999999999997,0.25,15.0,20,0,0.25
exp_activation_all_l19,beauty_contest,activation,all,19,11,False,,67.0,0.25,,36.25,12.083333333333332,0.25,15.0,20,0,0.25
exp_activation_all_l19,beauty_contest,activation,all,19,12,False,,67.0,0.25,,36.3,12.099999999999996,0.25,15.0,20,0,0.25
exp_activation_all_l19,beauty_contest,activation,all,19,13,False,,67.0,0.25,,36.25,12.083333333333332,0.25,15.0,20,0,0.25
exp_activation_all_l19,beauty_contest,activation,all,19,14,False,,67.0,0.5,,36.15,12.049999999999995,0.25,15.0,20,0,0.5
exp_activation_all_l19,beauty_contest,activation,all,19,15,False,,67.0,0.25,,35.4,11.8,0.25,14.0,20,0,0.25
exp_activation_all_l19,beauty_contest,activation,all,19,16,False,,67.0,0.25,,34.95,11.650000000000002,0.25,15.0,20,0,0.25
exp_activation_all_l19,beauty_contest,activation,all,19,17,False,,67.0,0.25,,35.7,11.899999999999997,0.25,15.0,20,0,0.25
exp_activation_all_l19,beauty_contest,activation,all,19,18,False,,67.0,0.25,,35.7,11.899999999999997,0.25,15.0,20,0,0.25
exp_activation_all_l19,beauty_contest,activation,all,19,19,False,,67.0,0.25,,36.25,12.083333333333332,0.25,15.0,20,0,0.25
exp_activation_all_l19,beauty_contest,activation,all,19,2,False,,67.0,0.25,,35.7,11.899999999999997,0.25,15.0,20,0,0.25
exp_activation_all_l19,beauty_contest,activation,all,19,20,False,,67.0,0.25,,35.7,11.899999999999997,0.25,15.0,20,0,0.25
exp_activation_all_l19,beauty_contest,activation,all,19,21,False,,67.0,0.25,,35.0,11.666666666666668,0.25,13.0,20,0,0.25
exp_activation_all_l19,beauty_contest,activation,all,19,22,False,,67.0,0.25,,36.25,12.083333333333332,0.25,15.0,20,0,0.25
exp_activation_all_l19,beauty_contest,activation,all,19,23,False,,67.0,0.25,,35.0,11.666666666666668,0.25,13.0,20,0,0.25
exp_activation_all_l19,beauty_contest,activation,all,19,24,False,,67.0,0.25,,36.3,12.099999999999996,0.25,15.0,20,0,0.25
exp_activation_all_l19,beauty_contest,activation,all,19,25,False,,67.0,0.5,,39.2,13.066666666666672,0.25,17.0,20,0,0.5
exp_activation_all_l19,beauty_contest,activation,all,19,26,False,,67.0,0.25,,35.7,11.899999999999997,0.25,15.0,20,0,0.25
exp_activation_all_l19,beauty_contest,activation,all,19,27,False,,67.0,0.25,,36.15,12.05,0.25,14.0,20,0,0.25
exp_activation_all_l19,beauty_contest,activation,all,19,28,False,,67.0,0.25,,36.15,12.05,0.25,14.0,20,0,0.25
exp_activation_all_l19,beauty_contest,activation,all,19,29,False,,67.0,0.25,,35.7,11.899999999999997,0.25,15.0,20,0,0.25
exp_activation_all_l19,beauty_contest,activation,all,19,3,False,,67.0,0.25,,35.0,11.666666666666668,0.25,13.0,20,0,0.25
exp_activation_all_l19,beauty_contest,activation,all,19,30,False,,67.0,0.25,,35.0,11.666666666666668,0.25,13.0,20,0,0.25
exp_activation_all_l19,beauty_contest,activation,all,19,31,False,,67.0,0.25,,36.05,12.016666666666664,0.25,15.0,20,0,0.25
exp_activation_all_l19,beauty_contest,activation,all,19,32,False,,67.0,0.25,,37.0,12.33333333333334,0.25,16.0,20,0,0.25
exp_activation_all_l19,beauty_contest,activation,all,19,33,False,,67.0,0.25,,36.95,12.31666666666667,0.25,16.0,20,0,0.25
exp_activation_all_l19,beauty_contest,activation,all,19,34,False,,67.0,0.25,,36.3,12.099999999999996,0.25,15.0,20,0,0.25
exp_activation_all_l19,beauty_contest,activation,all,19,35,False,,67.0,0.25,,35.7,11.899999999999997,0.25,15.0,20,0,0.25
exp_activation_all_l19,beauty_contest,activation,all,19,36,False,,67.0,0.25,,36.25,12.083333333333332,0.25,15.0,20,0,0.25
exp_activation_all_l19,beauty_contest,activation,all,19,37,False,,67.0,0.3333333333333333,,37.1,12.366666666666667,0.25,15.0,20,0,0.3333333333333333
exp_activation_all_l19,beauty_contest,activation,all,19,38,False,,67.0,0.25,,36.25,12.083333333333332,0.25,15.0,20,0,0.25
exp_activation_all_l19,beauty_contest,activation,all,19,39,False,,67.0,0.25,,36.25,12.083333333333332,0.25,15.0,20,0,0.25
exp_activation_all_l19,beauty_contest,activation,all,19,4,False,,67.0,0.25,,36.25,12.083333333333332,0.25,15.0,20,0,0.25
exp_activation_all_l19,beauty_contest,activation,all,19,40,False,,67.0,0.25,,36.3,12.099999999999996,0.25,15.0,20,0,0.25
exp_activation_all_l19,beauty_contest,activation,all,19,41,False,,67.0,0.25,,36.15,12.05,0.25,14.0,20,0,0.25
exp_activation_all_l19,beauty_contest,activation,all,19,42,False,,67.0,0.25,,36.05,12.016666666666667,0.25,14.0,20,0,0.25
exp_activation_all_l19,beauty_contest,activation,all,19,43,False,,67.0,0.25,,36.15,12.05,0.25,14.0,20,0,0.25
exp_activation_all_l19,beauty_contest,activation,all,19,44,False,,67.0,0.25,,35.7,11.899999999999997,0.25,15.0,20,0,0.25
exp_activation_all_l19,beauty_contest,activation,all,19,45,False,,67.0,0.25,,36.25,12.083333333333332,0.25,15.0,20,0,0.25
exp_activation_all_l19,beauty_contest,activation,all,19,46,False,,67.0,0.25,,36.15,12.05,0.25,14.0,20,0,0.25
exp_activation_all_l19,beauty_contest,activation,all,19,47,False,,67.0,0.5,,38.75,12.916666666666668,0.25,17.0,20,0,0.0
exp_activation_all_l19,beauty_contest,activation,all,19,48,False,,67.0,0.25,,36.15,12.05,0.25,14.0,20,0,0.25
exp_activation_all_l19,beauty_contest,activation,all,19,49,False,,67.0,0.25,,35.7,11.899999999999997,0.25,15.0,20,0,0.25
exp_activation_all_l19,beauty_contest,activation,all,19,5,False,,67.0,0.25,,35.0,11.666666666666668,0.25,13.0,20,0,0.25
exp_activation_all_l19,beauty_contest,activation,all,19,6,False,,67.0,0.25,,36.15,12.05,0.25,14.0,20,0,0.25
exp_activation_all_l19,beauty_contest,activation,all,19,7,False,,67.0,0.25,,35.7,11.899999999999997,0.25,15.0,20,0,0.25
exp_activation_all_l19,beauty_contest,activation,all,19,8,False,,67.0,0.25,,36.3,12.099999999999996,0.25,15.0,20,0,0.25
exp_activation_all_l19,beauty_contest,activation,all,19,9,False,,67.0,0.25,,36.15,12.05,0.25,14.0,20,0,0.25
exp_activation_all_l20,beauty_contest,activation,all,20,0,False,,50.0,0.25,,25.65,8.55,0.25,9.0,20,0,0.25
exp_activation_all_l20,beauty_contest,activation,all,20,1,False,,50.0,0.25,,23.9,7.966666666666671,0.25,10.0,20,0,0.25
exp_activation_all_l20,beauty_contest,activation,all,20,10,False,,50.0,1.0,,23.65,7.883333333333335,0.25,8.0,20,0,0.0
exp_activation_all_l20,beauty_contest,activation,all,20,11,False,,50.0,0.25,,20.2,6.733333333333337,0.25,7.0,20,0,0.25
exp_activation_all_l20,beauty_contest,activation,all,20,12,False,,50.0,0.25,,20.2,6.733333333333337,0.25,7.0,20,0,0.25
